,batch,cluster_number,size
1187,405,1,954
1188,406,0,939
1189,406,1,61
1190,407,0,30
1191,407,1,318
1192,407,2,652
1193,408,0,523
1194,408,1,29
1195,408,2,448
1196,409,0,56
1197,409,1,62
1198,409,2,882
1199,410,0,27
1200,410,1,93
1201,410,2,137
1202,410,3,743
1203,411,0,448
1204,411,1,98
1205,411,2,428
1206,411,3,26
1207,412,0,38
1208,412,1,772
1209,412,2,85
1210,412,3,105
1211,413,0,89
1212,413,1,246
1213,413,2,25
1214,413,3,640
1215,414,0,72
1216,414,1,821
1217,414,2,24
1218,414,3,83
1219,415,0,51
1220,415,1,286
1221,415,2,21
1222,415,3,23
1223,415,4,502
1224,415,5,117
1225,416,0,22
1226,416,1,296
1227,416,2,682
1228,417,0,222
1229,417,1,757
1230,417,2,21
1231,418,0,44
1232,418,1,956
1233,419,0,106
1234,419,1,385
1235,419,2,39
1236,419,3,20
1237,419,4,450
1238,420,0,19
1239,420,1,981
1240,421,0,72
1241,421,1,789
1242,421,2,139
1243,422,0,127
1244,422,1,429
1245,422,2,444
1246,423,0,427
1247,423,1,556
1248,423,2,17
1249,424,0,151
1250,424,1,849
1251,425,0,142
1252,425,1,858
1253,426,0,202
1254,426,1,35
1255,426,2,135
1256,426,3,628
1257,427,0,56
1258,427,1,944
1259,428,0,735
1260,428,1,265
1261,429,0,127
1262,429,1,758
1263,429,2,115
1264,430,0,890
1265,430,1,110
1266,431,0,46
1267,431,1,880
1268,431,2,74
1269,432,0,223
1270,432,1,777
1271,433,0,573
1272,433,1,427
1273,434,0,863
1274,434,1,137
1275,435,0,35
1276,435,1,453
1277,435,2,512
1278,436,0,900
1279,436,1,100
1280,437,0,61
1281,437,1,639
1282,437,2,61
1283,437,3,239
1284,438,0,695
1285,438,1,305
1286,439,0,546
1287,439,1,454
1288,440,0,477
1289,440,1,523
1290,441,0,864
1291,441,1,136
1292,442,0,295
1293,442,1,705
1294,443,0,577
1295,443,1,423
1296,444,0,338
1297,444,1,264
1298,444,2,398
1299,445,0,57
1300,445,1,824
1301,445,2,119
1302,446,0,954
1303,446,1,46
1304,447,0,884
1305,447,1,116
1306,448,0,573
1307,448,1,427
1308,449,0,42
1309,449,1,539
1310,449,2,101
1311,449,3,44
1312,449,4,117
1313,449,5,157
1314,450,0,498
1315,450,1,325
1316,450,2,177
1317,451,0,89
1318,451,1,911
1319,452,0,43
1320,452,1,293
1321,452,2,664
1322,453,0,837
1323,453,1,163
1324,454,0,61
1325,454,1,939
1326,455,0,116
1327,455,1,884
1328,456,0,580
1329,456,1,420
1330,457,0,417
1331,457,1,583
1332,458,0,759
1333,458,1,241
1334,459,0,607
1335,459,1,393
1336,460,0,182
1337,460,1,45
1338,460,2,773
1339,461,0,450
1340,461,1,550
1341,462,0,639
1342,462,1,361
1343,463,0,606
1344,463,1,394
1345,464,0,77
1346,464,1,923
1347,465,0,521
1348,465,1,479
1349,466,0,59
1350,466,1,23
1351,466,2,49
1352,466,3,619
1353,466,4,250
1354,467,0,113
1355,467,1,887
1356,468,0,173
1357,468,1,827
1358,469,0,393
1359,469,1,465
1360,469,2,142
1361,470,0,61
1362,470,1,939
1363,471,0,728
1364,471,1,272
1365,472,0,729
1366,472,1,271
1367,473,0,718
1368,473,1,282
1369,474,0,668
1370,474,1,75
1371,474,2,257
1372,475,0,245
1373,475,1,557
1374,475,2,198
1375,476,0,225
1376,476,1,52
1377,476,2,723
1378,477,0,375
1379,477,1,625
1380,478,0,780
1381,478,1,220
1382,479,0,375
1383,479,1,625
1384,480,0,51
1385,480,1,643
1386,480,2,107
1387,480,3,199
1388,481,0,64
1389,481,1,936
1390,482,0,492
1391,482,1,508
1392,483,0,468
1393,483,1,532
1394,484,0,547
1395,484,1,453
1396,485,0,613
1397,485,1,387
1398,486,0,565
1399,486,1,435
1400,487,0,236
1401,487,1,537
1402,487,2,227
1403,488,0,89
1404,488,1,847
1405,488,2,64
1406,489,0,229
1407,489,1,418
1408,489,2,220
1409,489,3,133
1410,490,0,154
1411,490,1,846
1412,491,0,198
1413,491,1,802
1414,492,0,156
1415,492,1,586
1416,492,2,258
1417,493,0,80
1418,493,1,612
1419,493,2,308
1420,494,0,679
1421,494,1,321
1422,495,0,108
1423,495,1,653
1424,495,2,239
1425,496,0,55
1426,496,1,405
1427,496,2,521
1428,496,3,19
1429,497,0,19
1430,497,1,61
1431,497,2,34
1432,497,3,549
1433,497,4,70
1434,497,5,267
1435,498,0,759
1436,498,1,241
1437,499,0,621
1438,499,1,379
1439,500,0,84
1440,500,1,159
1441,500,2,757
1442,501,0,20
1443,501,1,134
1444,501,2,846
1445,502,0,112
1446,502,1,888
1447,503,0,259
1448,503,1,741
1449,504,0,480
1450,504,1,520
1451,505,0,19
1452,505,1,293
1453,505,2,688
1454,506,0,24
1455,506,1,414
1456,506,2,562
1457,507,0,391
1458,507,1,609
1459,508,0,375
1460,508,1,625
1461,509,0,284
1462,509,1,38
1463,509,2,678
1464,510,0,492
1465,510,1,508
1466,511,0,230
1467,511,1,770
1468,512,0,198
1469,512,1,802
1470,513,0,103
1471,513,1,622
1472,513,2,275
1473,514,0,103
1474,514,1,520
1475,514,2,377
1476,515,0,469
1477,515,1,531
1478,516,0,234
1479,516,1,766
1480,517,0,259
1481,517,1,370
1482,517,2,371
1483,518,0,193
1484,518,1,372
1485,518,2,415
1486,518,3,20
1487,519,0,231
1488,519,1,769
1489,520,0,673
1490,520,1,327
1491,521,0,117
1492,521,1,494
1493,521,2,389
1494,522,0,329
1495,522,1,671
1496,523,0,144
1497,523,1,144
1498,523,2,646
1499,523,3,66
1500,524,0,455
1501,524,1,545
1502,525,0,648
1503,525,1,352
1504,526,0,503
1505,526,1,497
1506,527,0,143
1507,527,1,857
1508,528,0,131
1509,528,1,81
1510,528,2,378
1511,528,3,410
1512,529,0,565
1513,529,1,435
1514,530,0,299
1515,530,1,701
1516,531,0,405
1517,531,1,595
1518,532,0,683
1519,532,1,317
1520,533,0,536
1521,533,1,464
1522,534,0,165
1523,534,1,835
1524,535,0,295
1525,535,1,215
1526,535,2,490
1527,536,0,621
1528,536,1,379
1529,537,0,333
1530,537,1,667
1531,538,0,756
1532,538,1,244
1533,539,0,62
1534,539,1,507
1535,539,2,431
1536,540,0,232
1537,540,1,768
1538,541,0,378
1539,541,1,622
1540,542,0,708
1541,542,1,292
1542,543,0,52
1543,543,1,503
1544,543,2,445
1545,544,0,722
1546,544,1,278
1547,545,0,646
1548,545,1,336
1549,545,2,18
1550,546,0,25
1551,546,1,975
1552,547,0,709
1553,547,1,291
1554,548,0,208
1555,548,1,672
1556,548,2,120
1557,549,0,123
1558,549,1,183
1559,549,2,694
1560,550,0,257
1561,550,1,743
1562,551,0,84
1563,551,1,916
1564,552,0,272
1565,552,1,648
1566,552,2,80
1567,553,0,641
1568,553,1,359
1569,554,0,675
1570,554,1,325
1571,555,0,524
1572,555,1,476
1573,556,0,671
1574,556,1,329
1575,557,0,602
1576,557,1,398
1577,558,0,483
1578,558,1,517
1579,559,0,639
1580,559,1,361
1581,560,0,626
1582,560,1,314
1583,560,2,60
1584,561,0,532
1585,561,1,468
1586,562,0,91
1587,562,1,909
1588,563,0,536
1589,563,1,464
1590,564,0,3
1591,564,1,38
1592,564,2,959
1593,565,0,555
1594,565,1,445
1595,566,0,72
1596,566,1,928
1597,567,0,493
1598,567,1,507
1599,568,0,467
1600,568,1,533
1601,569,0,441
1602,569,1,559
1603,570,0,77
1604,570,1,923
1605,571,0,14
1606,571,1,41
1607,571,2,728
1608,571,3,217
1609,572,0,59
1610,572,1,941
1611,573,0,576
1612,573,1,424
1613,574,0,570
1614,574,1,430
1615,575,0,45
1616,575,1,603
1617,575,2,352
1618,576,0,641
1619,576,1,170
1620,576,2,189
1621,577,0,55
1622,577,1,729
1623,577,2,216
1624,578,0,929
1625,578,1,71
1626,579,0,555
1627,579,1,179
1628,579,2,266
1629,580,0,572
1630,580,1,428
1631,581,0,300
1632,581,1,700
1633,582,0,887
1634,582,1,113
1635,583,0,802
1636,583,1,198
1637,584,0,524
1638,584,1,476
1639,585,0,60
1640,585,1,940
1641,586,0,353
1642,586,1,39
1643,586,2,608
1644,587,0,19
1645,587,1,263
1646,587,2,718
1647,588,0,697
1648,588,1,303
1649,589,0,326
1650,589,1,674
1651,590,0,302
1652,590,1,698
1653,591,0,102
1654,591,1,668
1655,591,2,230
1656,592,0,529
1657,592,1,471
1658,593,0,741
1659,593,1,259
1660,594,0,517
1661,594,1,483
1662,595,0,396
1663,595,1,604
1664,596,0,533
1665,596,1,18
1666,596,2,82
1667,596,3,367
1668,597,0,570
1669,597,1,430
1670,598,0,641
1671,598,1,359
1672,599,0,208
1673,599,1,792
1674,600,0,45
1675,600,1,790
1676,600,2,165
1677,601,0,139
1678,601,1,861
1679,602,0,165
1680,602,1,741
1681,602,2,94
1682,603,0,240
1683,603,1,88
1684,603,2,646
1685,603,3,26
1686,604,0,63
1687,604,1,33
1688,604,2,165
1689,604,3,730
1690,604,4,9
1691,605,0,416
1692,605,1,23
1693,605,2,561
1694,606,0,23
1695,606,1,561
1696,606,2,416
1697,607,0,564
1698,607,1,273
1699,607,2,22
1700,607,3,141
1701,608,0,284
1702,608,1,716
1703,609,0,359
1704,609,1,158
1705,609,2,483
1706,610,0,29
1707,610,1,971
1708,611,0,47
1709,611,1,92
1710,611,2,303
1711,611,3,505
1712,611,4,53
1713,612,0,184
1714,612,1,453
1715,612,2,363
1716,613,0,326
1717,613,1,674
1718,614,0,26
1719,614,1,412
1720,614,2,562
1721,615,0,328
1722,615,1,672
1723,616,0,925
1724,616,1,75
1725,617,0,390
1726,617,1,610
1727,618,0,871
1728,618,1,129
1729,619,0,93
1730,619,1,907
1731,620,0,35
1732,620,1,452
1733,620,2,82
1734,620,3,431
1735,621,0,479
1736,621,1,521
1737,622,0,683
1738,622,1,317
1739,623,0,127
1740,623,1,873
1741,624,0,248
1742,624,1,752
1743,625,0,431
1744,625,1,569
1745,626,0,927
1746,626,1,73
1747,627,0,512
1748,627,1,24
1749,627,2,464
1750,628,0,68
1751,628,1,932
1752,629,0,141
1753,629,1,859
1754,630,0,136
1755,630,1,864
1756,631,0,572
1757,631,1,428
1758,632,0,51
1759,632,1,949
1760,633,0,22
1761,633,1,886
1762,633,2,73
1763,633,3,19
1764,634,0,73
1765,634,1,927
1766,635,0,837
1767,635,1,23
1768,635,2,73
1769,635,3,67
1770,636,0,15
1771,636,1,71
1772,636,2,258
1773,636,3,4
1774,636,4,28
1775,636,5,493
1776,636,6,39
1777,636,7,15
1778,636,8,77
1779,637,0,71
1780,637,1,132
1781,637,2,300
1782,637,3,24
1783,637,4,401
1784,637,5,31
1785,637,6,41
1786,638,0,455
1787,638,1,111
1788,638,2,363
1789,638,3,71
1790,639,0,416
1791,639,1,71
1792,639,2,23
1793,639,3,490
1794,640,0,22
1795,640,1,2
1796,640,2,71
1797,640,3,96
1798,640,4,22
1799,640,5,787
1800,641,0,82
1801,641,1,918
1802,642,0,41
1803,642,1,669
1804,642,2,18
1805,642,3,38
1806,642,4,83
1807,642,5,129
1808,642,6,22
1809,643,0,71
1810,643,1,929
1811,644,0,20
1812,644,1,504
1813,644,2,317
1814,644,3,88
1815,644,4,71
1816,645,0,71
1817,645,1,321
1818,645,2,84
1819,645,3,512
1820,645,4,12
1821,646,0,71
1822,646,1,929
1823,647,0,927
1824,647,1,73
1825,648,0,72
1826,648,1,928
1827,649,0,510
1828,649,1,268
1829,649,2,151
1830,649,3,71
1831,650,0,909
1832,650,1,91
1833,651,0,900
1834,651,1,100
1835,652,0,96
1836,652,1,904
1837,653,0,161
1838,653,1,839
1839,654,0,895
1840,654,1,105
1841,655,0,800
1842,655,1,78
1843,655,2,122
1844,656,0,724
1845,656,1,33
1846,656,2,71
1847,656,3,10
1848,656,4,162
1849,657,0,71
1850,657,1,929
1851,658,0,41
1852,658,1,226
1853,658,2,115
1854,658,3,460
1855,658,4,63
1856,658,5,24
1857,658,6,71
1858,659,0,899
1859,659,1,101
1860,660,0,836
1861,660,1,89
1862,660,2,75
1863,661,0,71
1864,661,1,929
1865,662,0,9
1866,662,1,81
1867,662,2,532
1868,662,3,18
1869,662,4,353
1870,662,5,7
1871,663,0,929
1872,663,1,71
1873,664,0,929
1874,664,1,71
1875,665,0,444
1876,665,1,77
1877,665,2,479
1878,666,0,425
1879,666,1,504
1880,666,2,71
1881,667,0,28
1882,667,1,71
1883,667,2,674
1884,667,3,227
1885,668,0,98
1886,668,1,902
1887,669,0,15
1888,669,1,67
1889,669,2,77
1890,669,3,8
1891,669,4,833
1892,670,0,287
1893,670,1,621
1894,670,2,58
1895,670,3,34
1896,671,0,36
1897,671,1,30
1898,671,2,849
1899,671,3,30
1900,671,4,55
1901,672,0,44
1902,672,1,956
1903,673,0,105
1904,673,1,551
1905,673,2,344
1906,674,0,598
1907,674,1,402
1908,675,0,232
1909,675,1,15
1910,675,2,174
1911,675,3,579
1912,676,0,151
1913,676,1,486
1914,676,2,363
1915,677,0,527
1916,677,1,368
1917,677,2,105
1918,678,0,78
1919,678,1,736
1920,678,2,186
1921,679,0,508
1922,679,1,492
1923,680,0,237
1924,680,1,763
1925,681,0,383
1926,681,1,207
1927,681,2,410
1928,682,0,301
1929,682,1,699
1930,683,0,505
1931,683,1,495
1932,684,0,496
1933,684,1,504
1934,685,0,107
1935,685,1,878
1936,685,2,15
1937,686,0,950
1938,686,1,50
1939,687,0,187
1940,687,1,378
1941,687,2,308
1942,687,3,127
1943,688,0,619
1944,688,1,381
1945,689,0,759
1946,689,1,241
1947,690,0,264
1948,690,1,736
1949,691,0,105
1950,691,1,345
1951,691,2,550
1952,692,0,449
1953,692,1,551
1954,693,0,27
1955,693,1,405
1956,693,2,463
1957,693,3,18
1958,693,4,87
1959,694,0,560
1960,694,1,440
1961,695,0,35
1962,695,1,538
1963,695,2,427
1964,696,0,348
1965,696,1,345
1966,696,2,307
1967,697,0,721
1968,697,1,279
1969,698,0,618
1970,698,1,382
1971,699,0,364
1972,699,1,636
1973,700,0,217
1974,700,1,783
1975,701,0,311
1976,701,1,689
1977,702,0,538
1978,702,1,462
1979,703,0,263
1980,703,1,183
1981,703,2,13
1982,703,3,541
1983,704,0,735
1984,704,1,265
1985,705,0,228
1986,705,1,772
1987,706,0,496
1988,706,1,504
1989,707,0,404
1990,707,1,596
1991,708,0,959
1992,708,1,41
1993,709,0,76
1994,709,1,924
1995,710,0,327
1996,710,1,629
1997,710,2,44
1998,711,0,342
1999,711,1,658
2000,712,0,477
2001,712,1,523
2002,713,0,682
2003,713,1,318
2004,714,0,104
2005,714,1,317
2006,714,2,579
2007,715,0,111
2008,715,1,370
2009,715,2,519
2010,716,0,386
2011,716,1,614
2012,717,0,172
2013,717,1,243
2014,717,2,585
2015,718,0,56
2016,718,1,656
2017,718,2,288
2018,719,0,774
2019,719,1,226
2020,720,0,455
2021,720,1,545
2022,721,0,614
2023,721,1,386
2024,722,0,187
2025,722,1,813
2026,723,0,920
2027,723,1,80
2028,724,0,264
2029,724,1,108
2030,724,2,590
2031,724,3,38
2032,725,0,142
2033,725,1,239
2034,725,2,619
2035,726,0,485
2036,726,1,515
2037,727,0,696
2038,727,1,304
2039,728,0,280
2040,728,1,326
2041,728,2,394
2042,729,0,613
2043,729,1,387
2044,730,0,41
2045,730,1,959
2046,731,0,608
2047,731,1,392
2048,732,0,512
2049,732,1,488
2050,733,0,312
2051,733,1,688
2052,734,0,245
2053,734,1,755
2054,735,0,203
2055,735,1,797
2056,736,0,76
2057,736,1,685
2058,736,2,239
2059,737,0,626
2060,737,1,374
2061,738,0,109
2062,738,1,891
2063,739,0,564
2064,739,1,436
2065,740,0,84
2066,740,1,916
2067,741,0,663
2068,741,1,242
2069,741,2,95
2070,742,0,503
2071,742,1,497
2072,743,0,95
2073,743,1,905
2074,744,0,293
2075,744,1,707
2076,745,0,640
2077,745,1,360
2078,746,0,581
2079,746,1,419
2080,747,0,125
2081,747,1,700
2082,747,2,175
2083,748,0,652
2084,748,1,348
2085,749,0,223
2086,749,1,777
2087,750,0,587
2088,750,1,413
2089,751,0,296
2090,751,1,704
2091,752,0,59
2092,752,1,941
2093,753,0,431
2094,753,1,569
2095,754,0,121
2096,754,1,327
2097,754,2,552
2098,755,0,758
2099,755,1,42
2100,755,2,200
2101,756,0,309
2102,756,1,691
2103,757,0,12
2104,757,1,860
2105,757,2,128
2106,758,0,47
2107,758,1,371
2108,758,2,582
2109,759,0,813
2110,759,1,187
2111,760,0,226
2112,760,1,232
2113,760,2,20
2114,760,3,522
2115,761,0,229
2116,761,1,771
2117,762,0,982
2118,762,1,18
2119,763,0,681
2120,763,1,319
2121,764,0,174
2122,764,1,826
2123,765,0,102
2124,765,1,427
2125,765,2,471
2126,766,0,85
2127,766,1,247
2128,766,2,668
2129,767,0,87
2130,767,1,320
2131,767,2,273
2132,767,3,243
2133,767,4,77
2134,768,0,260
2135,768,1,740
2136,769,0,74
2137,769,1,186
2138,769,2,622
2139,769,3,118
2140,770,0,61
2141,770,1,923
2142,770,2,16
2143,771,0,654
2144,771,1,346
2145,772,0,18
2146,772,1,540
2147,772,2,319
2148,772,3,123
2149,773,0,59
2150,773,1,117
2151,773,2,754
2152,773,3,70
2153,774,0,47
2154,774,1,953
2155,775,0,85
2156,775,1,915
2157,776,0,65
2158,776,1,252
2159,776,2,683
2160,777,0,24
2161,777,1,531
2162,777,2,445
2163,778,0,488
2164,778,1,512
2165,779,0,74
2166,779,1,908
2167,779,2,18
2168,780,0,828
2169,780,1,172
2170,781,0,693
2171,781,1,307
2172,782,0,659
2173,782,1,69
2174,782,2,272
2175,783,0,669
2176,783,1,184
2177,783,2,88
2178,783,3,59
2179,784,0,171
2180,784,1,829
2181,785,0,331
2182,785,1,669
2183,786,0,16
2184,786,1,868
2185,786,2,81
2186,786,3,35
2187,787,0,39
2188,787,1,578
2189,787,2,383
2190,788,0,37
2191,788,1,421
2192,788,2,542
2193,789,0,292
2194,789,1,708
2195,790,0,121
2196,790,1,867
2197,790,2,12
2198,791,0,389
2199,791,1,569
2200,791,2,42
2201,792,0,327
2202,792,1,673
2203,793,0,701
2204,793,1,299
2205,794,0,103
2206,794,1,385
2207,794,2,512
2208,795,0,65
2209,795,1,935
2210,796,0,514
2211,796,1,486
2212,797,0,154
2213,797,1,765
2214,797,2,81
2215,798,0,653
2216,798,1,347
2217,799,0,236
2218,799,1,764
2219,800,0,765
2220,800,1,235
2221,801,0,162
2222,801,1,838
2223,802,0,765
2224,802,1,193
2225,802,2,42
2226,803,0,192
2227,803,1,608
2228,803,2,200
2229,804,0,488
2230,804,1,512
2231,805,0,734
2232,805,1,266
2233,806,0,601
2234,806,1,225
2235,806,2,174
2236,807,0,717
2237,807,1,155
2238,807,2,128
2239,808,0,763
2240,808,1,237
2241,809,0,333
2242,809,1,667
2243,810,0,149
2244,810,1,387
2245,810,2,464
2246,811,0,486
2247,811,1,55
2248,811,2,70
2249,811,3,10
2250,811,4,379
2251,812,0,81
2252,812,1,919
2253,813,0,777
2254,813,1,163
2255,813,2,60
2256,814,0,378
2257,814,1,622
2258,815,0,40
2259,815,1,137
2260,815,2,600
2261,815,3,223
2262,816,0,587
2263,816,1,104
2264,816,2,309
2265,817,0,935
2266,817,1,65
2267,818,0,40
2268,818,1,960
2269,819,0,648
2270,819,1,352
